Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled AZ Cleaning Supplies,Current Quantity AZ Cleaning Supplies,New Quantity AZ Cleaning Supplies,Stock Alert Enabled AZ Cleaning Supplies,Stock Alert Count AZ Cleaning Supplies,Price AZ Cleaning Supplies,Enabled AZCS,Current Quantity AZCS,New Quantity AZCS,Stock Alert Enabled AZCS,Stock Alert Count AZCS,Price AZCS
,"INLET SEAT (16""-24""WAW) FOR 18"" & 24"" ROTARY HEAD","INLET SEAT (16""-24""WAW) FOR 18"" & 24"" ROTARY HEAD",Regular,,85.790.001,"INLET SEAT (16""-24""WAW) FOR 18"" & 24"" ROTARY HEAD",BE > Equipment,BE,,,,777897113372,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,24.00,BE,85.790.001,,,,,,,,,,,,
,"O'RING,VITON FOR INLET VLV 2.008 V75","O'RING,VITON FOR INLET VLV 2.008 V75",Regular,,85.790.002,"O'RING,VITON FOR INLET VLV 2.008 V75",BE > Equipment,BE,,,,777897113389,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,1.21,BE,85.790.002,,,,,,,,,,,,
,"HEAD, ROTARY 18""WAW FOR BE-1800WAW","HEAD, ROTARY 18""WAW FOR BE-1800WAW",Regular,,BE-HEAD-ROTARY-18-WAW-FOR-BE-1800WA,"HEAD, ROTARY 18""WAW FOR BE-1800WAW",BE > Equipment,BE,,,,777897104554,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,254.00,BE,85.790.006,,,,,,,,,,,,
,"REPAIR SET, ROTARY HEAD 992013T,ROT HEAD RPR SET 62450","REPAIR SET, ROTARY HEAD 992013T,ROT HEAD RPR SET 62450",Regular,,85.790.010,"REPAIR SET, ROTARY HEAD 992013T,ROT HEAD RPR SET 62450",BE > Equipment,BE,,,,777897104875,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,107.00,BE,85.790.010,,,,,,,,,,,,
,"BRUSH, NYLON WAW 16"" FOR BE-1600WAWY","BRUSH, NYLON WAW 16"" FOR BE-1600WAWY",Regular,,85.790.012,"BRUSH, NYLON WAW 16"" FOR BE-1600WAWY",BE > Equipment,BE,,,,777897104882,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,119.00,BE,85.790.012,,,,,,,,,,,,
,"BRUSH, NYLON WAW 20"" YELL FOR BE-2000WAWY & C-20PR","BRUSH, NYLON WAW 20"" YELL FOR BE-2000WAWY & C-20PR",Regular,,85.790.014,"BRUSH, NYLON WAW 20"" YELL FOR BE-2000WAWY & C-20PR",BE > Equipment,BE,,,,777897113952,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,123.00,BE,85.790.014,,,,,,,,,,,,
,"BRUSH, NYLON WAW 20"" SS FOR 20"" SS WAW","BRUSH, NYLON WAW 20"" SS FOR 20"" SS WAW",Regular,,85.790.014S,"BRUSH, NYLON WAW 20"" SS FOR 20"" SS WAW",BE > Equipment,BE,,,,777897205015,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,115.00,BE,85.790.014S,,,,,,,,,,,,
,"CASTER, WATERBROOM FOR LARGE & SMALL WATERBROOMS","CASTER, WATERBROOM FOR LARGE & SMALL WATERBROOMS",Regular,,85.790.015,"CASTER, WATERBROOM FOR LARGE & SMALL WATERBROOMS",BE > Equipment,BE,,,,777897113419,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,6.16,BE,85.790.015,,,,,,,,,,,,
,"CASTER SET 20"" & 24"" SS WAW 4 CASTERS & 4 BRACKETS","CASTER SET 20"" & 24"" SS WAW 4 CASTERS & 4 BRACKETS",Regular,,85.790.016,"CASTER SET 20"" & 24"" SS WAW 4 CASTERS & 4 BRACKETS",BE > Equipment,BE,,,,777897187205,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,123.00,BE,85.790.016,,,,,,,,,,,,
,"BRUSH, NYLON WAW 24"" SS","BRUSH, NYLON WAW 24"" SS",Regular,,85.790.019S,"BRUSH, NYLON WAW 24"" SS",BE > Equipment,BE,,,,777897169256,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,124.00,BE,85.790.019S,,,,,,,,,,,,
,"BRUSH, NYLON WAW 22"" GREY FOR BE-2200WAWG","BRUSH, NYLON WAW 22"" GREY FOR BE-2200WAWG",Regular,,BE-BRUSH-NYLON-WAW-22-GREY-FOR-BE-2,"BRUSH, NYLON WAW 22"" GREY FOR BE-2200WAWG",BE > Equipment,BE,,,,777897187229,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,148.00,BE,85.790.026,,,,,,,,,,,,
,"GREASE NIPPLES, FOR W-A-W","GREASE NIPPLES, FOR W-A-W",Regular,,85.790.027,"GREASE NIPPLES, FOR W-A-W",BE > Equipment,BE,,,,777897160307,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,2.29,BE,85.790.027,,,,,,,,,,,,
,"CASTER, FOR ALL WAW'S","CASTER, FOR ALL WAW'S",Regular,,BE-CASTER-FOR-ALL-WAW-S,"CASTER, FOR ALL WAW'S",BE > Equipment,BE,,,,777897166118,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,15.65,BE,85.790.029,,,,,,,,,,,,
,"CASTER KIT,CASTER/ BRACKET 1 CASTER & 1 YELLOW BRACKET","CASTER KIT,CASTER/ BRACKET 1 CASTER & 1 YELLOW BRACKET",Regular,,85.790.030,"CASTER KIT,CASTER/ BRACKET 1 CASTER & 1 YELLOW BRACKET",BE > Equipment,BE,,,,777897160284,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,22.00,BE,85.790.030,,,,,,,,,,,,
,"CASTER SET,4 CASTER & BRKT 4 CASTERS & 4 YELLOW BRACKETS","CASTER SET,4 CASTER & BRKT 4 CASTERS & 4 YELLOW BRACKETS",Regular,,85.790.031,"CASTER SET,4 CASTER & BRKT 4 CASTERS & 4 YELLOW BRACKETS",BE > Equipment,BE,,,,777897137453,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,86.00,BE,85.790.031,,,,,,,,,,,,
,"HEAD, ROTARY H.S. FOR 12"" & 16"" WAW","HEAD, ROTARY H.S. FOR 12"" & 16"" WAW",Regular,,85.790.034,"HEAD, ROTARY H.S. FOR 12"" & 16"" WAW",BE > Equipment,BE,,,,777897160277,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,138.00,BE,85.790.034,,,,,,,,,,,,
,"HEAD, ROTARY, 14"", OLD-STYLE FOR 85.403.014 WAW","HEAD, ROTARY, 14"", OLD-STYLE FOR 85.403.014 WAW",Regular,,BE-HEAD-ROTARY-14-OLD-STYLE-FOR-85,"HEAD, ROTARY, 14"", OLD-STYLE FOR 85.403.014 WAW",BE > Equipment,BE,,,,777897257373,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,65.00,BE,85.790.037,,,,,,,,,,,,
,"COVER FOR 14"" WAW FOR 85.403.014","COVER FOR 14"" WAW FOR 85.403.014",Regular,,85.790.038,"COVER FOR 14"" WAW FOR 85.403.014",BE > Equipment,BE,,,,777897269291,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,30.00,BE,85.790.038,,,,,,,,,,,,
,"BRACKET, MOUNTING 18""NEW FOR BE-1800WAW","BRACKET, MOUNTING 18""NEW FOR BE-1800WAW",Regular,,85.791.001,"BRACKET, MOUNTING 18""NEW FOR BE-1800WAW",BE > Equipment,BE,,,,777897160260,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,25.00,BE,85.791.001,,,,,,,,,,,,
,BRACKET MOUNTING SILVER WORKS W/ 790.004 HEADS,BRACKET MOUNTING SILVER WORKS W/ 790.004 HEADS,Regular,,BE-BRACKET-MOUNTING-SILVER-WORKS-W,BRACKET MOUNTING SILVER WORKS W/ 790.004 HEADS,BE > Equipment,BE,,,,777897160109,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,21.00,BE,85.791.002,,,,,,,,,,,,
,"ARM, ROTARY 18"" WAW FOR BE-1800WAW 14"" ACTUAL LENG","ARM, ROTARY 18"" WAW FOR BE-1800WAW 14"" ACTUAL LENG",Regular,,85.791.007,"ARM, ROTARY 18"" WAW FOR BE-1800WAW 14"" ACTUAL LENG",BE > Equipment,BE,,,,777897123494,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,29.00,BE,85.791.007,,,,,,,,,,,,
,"ARM, ROTARY 20""1/4 FOR 24"" WAW 92014F (1/4"" X 22"") 61300","ARM, ROTARY 20""1/4 FOR 24"" WAW 92014F (1/4"" X 22"") 61300",Regular,,85.791.008,"ARM, ROTARY 20""1/4 FOR 24"" WAW 92014F (1/4"" X 22"") 61300",BE > Equipment,BE,,,,777897123500,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,29.00,BE,85.791.008,,,,,,,,,,,,
,"ARM, ROTARY 13"" FOR 16"" WAW 92056F (1/4"" X 13"") 61300","ARM, ROTARY 13"" FOR 16"" WAW 92056F (1/4"" X 13"") 61300",Regular,,85.791.009,"ARM, ROTARY 13"" FOR 16"" WAW 92056F (1/4"" X 13"") 61300",BE > Equipment,BE,,,,777897118209,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,27.00,BE,85.791.009,,,,,,,,,,,,
,"ARM, ROTARY 24"" SS WAW FOR BE-2400WAWS - 3 ARM DESIGN","ARM, ROTARY 24"" SS WAW FOR BE-2400WAWS - 3 ARM DESIGN",Regular,,BE-ARM-ROTARY-24-SS-WAW-FOR-BE-2400,"ARM, ROTARY 24"" SS WAW FOR BE-2400WAWS - 3 ARM DESIGN",BE > Equipment,BE,,,,777897187250,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,105.00,BE,85.791.010S,,,,,,,,,,,,
,"ARM, ROTARY 3 WAY 20""SS BE-2000WAWS - 3 ARM DESIGN NLA","ARM, ROTARY 3 WAY 20""SS BE-2000WAWS - 3 ARM DESIGN NLA",Regular,,BE-ARM-ROTARY-3-WAY-20-SS-BE-2000WA,"ARM, ROTARY 3 WAY 20""SS BE-2000WAWS - 3 ARM DESIGN NLA",BE > Equipment,BE,,,,777897123517,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,92.00,BE,85.791.012,,,,,,,,,,,,
,"ARM, ROTARY 20"" Y WAW BE-2000WAWY & C-20PR REAL17""","ARM, ROTARY 20"" Y WAW BE-2000WAWY & C-20PR REAL17""",Regular,,85.791.013,"ARM, ROTARY 20"" Y WAW BE-2000WAWY & C-20PR REAL17""",BE > Equipment,BE,,,,777897109023,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,27.00,BE,85.791.013,,,,,,,,,,,,
,"SLEEVE FOR DC5090 WAW GUN FOR 85.403.007, 011 & WAW-20Y. RB: SEE NOTES","SLEEVE FOR DC5090 WAW GUN FOR 85.403.007, 011 & WAW-20Y. RB: SEE NOTES",Regular,,85.791.020,"SLEEVE FOR DC5090 WAW GUN FOR 85.403.007, 011 & WAW-20Y. RB: SEE NOTES",BE > Equipment,BE,,,,777897241037,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.42,BE,85.791.020,,,,,,,,,,,,
,"LANCE, FRONT ASSY, FIB LW WITH COUPLER AND M22","LANCE, FRONT ASSY, FIB LW WITH COUPLER AND M22",Regular,,85.791.024,"LANCE, FRONT ASSY, FIB LW WITH COUPLER AND M22",BE > Equipment,BE,,,,777897134070,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,20.00,BE,85.791.024,,,,,,,,,,,,
,"SCREW-TYPE, M22x3/4""MNPT HOSE ADAPTOR FOR FIBER LW","SCREW-TYPE, M22x3/4""MNPT HOSE ADAPTOR FOR FIBER LW",Regular,,85.791.025,"SCREW-TYPE, M22x3/4""MNPT HOSE ADAPTOR FOR FIBER LW",BE > Equipment,BE,,,,777897160086,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,8.23,BE,85.791.025,,,,,,,,,,,,
,"ADAPTER, ID:22.3mm CRMPx3/4""FNPT FOR 18' & 24' FIBERGLASS LW","ADAPTER, ID:22.3mm CRMPx3/4""FNPT FOR 18' & 24' FIBERGLASS LW",Regular,,85.791.026,"ADAPTER, ID:22.3mm CRMPx3/4""FNPT FOR 18' & 24' FIBERGLASS LW",BE > Equipment,BE,,,,777897214581,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,8.13,BE,85.791.026,,,,,,,,,,,,
,"ADAPTER, 1/4"" FNPT SS W/ SCREWS, FOR ALUM LW","ADAPTER, 1/4"" FNPT SS W/ SCREWS, FOR ALUM LW",Regular,,85.791.027,"ADAPTER, 1/4"" FNPT SS W/ SCREWS, FOR ALUM LW",BE > Equipment,BE,,,,777897132335,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,11.90,BE,85.791.027,,,,,,,,,,,,
,"ARM, ROTARY 18""3/4 FOR 22"" WAW","ARM, ROTARY 18""3/4 FOR 22"" WAW",Regular,,85.791.029,"ARM, ROTARY 18""3/4 FOR 22"" WAW",BE > Equipment,BE,,,,777897187267,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,32.00,BE,85.791.029,,,,,,,,,,,,
,"ARM, 16"" WAW ROTARY (HS) FOR H.S. STYLE ROTARY HEAD","ARM, 16"" WAW ROTARY (HS) FOR H.S. STYLE ROTARY HEAD",Regular,,85.791.032,"ARM, 16"" WAW ROTARY (HS) FOR H.S. STYLE ROTARY HEAD",BE > Equipment,BE,,,,777897160062,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,26.00,BE,85.791.032,,,,,,,,,,,,
,"ROTARY ARM, 3-WAY, 298mm AW-7020-8007 & 85.403.010/016. NLA","ROTARY ARM, 3-WAY, 298mm AW-7020-8007 & 85.403.010/016. NLA",Regular,,85.791.033,"ROTARY ARM, 3-WAY, 298mm AW-7020-8007 & 85.403.010/016. NLA",BE > Equipment,BE,,,,777897187274,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,110.00,BE,85.791.033,,,,,,,,,,,,
,"ARM, ROTARY FOR 14"" WAW FOR 85.403.014 WAW","ARM, ROTARY FOR 14"" WAW FOR 85.403.014 WAW",Regular,,BE-ARM-ROTARY-FOR-14-WAW-FOR-85-403,"ARM, ROTARY FOR 14"" WAW FOR 85.403.014 WAW",BE > Equipment,BE,,,,777897257380,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,21.00,BE,85.791.037,,,,,,,,,,,,
,"HANDLE, UPPER WHIRL-A-WAY FOR 85.403.003,005 & 011","HANDLE, UPPER WHIRL-A-WAY FOR 85.403.003,005 & 011",Regular,,85.792.001,"HANDLE, UPPER WHIRL-A-WAY FOR 85.403.003,005 & 011",BE > Equipment,BE,,,,777897196214,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,75.00,BE,85.792.001,,,,,,,,,,,,
,"HANDLE, LOWER WHIRL-A-WAY FOR 85.403.007, 011 & WAW-20Y - NLA","HANDLE, LOWER WHIRL-A-WAY FOR 85.403.007, 011 & WAW-20Y - NLA",Regular,,85.792.002,"HANDLE, LOWER WHIRL-A-WAY FOR 85.403.007, 011 & WAW-20Y - NLA",BE > Equipment,BE,,,,777897196207,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,70.00,BE,85.792.002,,,,,,,,,,,,
,HANDLE SET FOR 85.403.007 UPPER AND LOWER HANDLES,HANDLE SET FOR 85.403.007 UPPER AND LOWER HANDLES,Regular,,85.792.002K,HANDLE SET FOR 85.403.007 UPPER AND LOWER HANDLES,BE > Equipment,BE,,,,777897267358,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,210.00,BE,85.792.002K,,,,,,,,,,,,
,"COLLAR, ROTARY HEAD MOUNT FOR 85.403.003, 007 & 011","COLLAR, ROTARY HEAD MOUNT FOR 85.403.003, 007 & 011",Regular,,BE-COLLAR-ROTARY-HEAD-MOUNT-FOR-85,"COLLAR, ROTARY HEAD MOUNT FOR 85.403.003, 007 & 011",BE > Equipment,BE,,,,777897196245,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,23.00,BE,85.792.003,,,,,,,,,,,,
,"COVER, POLY 20"" WHIRL-A-WAY FOR 85.403.007, 011 & WAW-20Y","COVER, POLY 20"" WHIRL-A-WAY FOR 85.403.007, 011 & WAW-20Y",Regular,,BE-COVER-POLY-20-WHIRL-A-WAY-FOR-85,"COVER, POLY 20"" WHIRL-A-WAY FOR 85.403.007, 011 & WAW-20Y",BE > Equipment,BE,,,,777897196184,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,46.00,BE,85.792.005,,,,,,,,,,,,
,"BRUSH, 20"" WHIRL-A-WAY FOR 85.403.007, 011 & WAW-20Y","BRUSH, 20"" WHIRL-A-WAY FOR 85.403.007, 011 & WAW-20Y",Regular,,BE-BRUSH-20-WHIRL-A-WAY-FOR-85-403,"BRUSH, 20"" WHIRL-A-WAY FOR 85.403.007, 011 & WAW-20Y",BE > Equipment,BE,,,,777897196191,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,80.00,BE,85.792.006,,,,,,,,,,,,
,"ARM, ROTORY 20"" WHIRL-A-WAY FOR 85.403.007, 011 & WAW-20Y","ARM, ROTORY 20"" WHIRL-A-WAY FOR 85.403.007, 011 & WAW-20Y",Regular,,BE-ARM-ROTORY-20-WHIRL-A-WAY-FOR-85,"ARM, ROTORY 20"" WHIRL-A-WAY FOR 85.403.007, 011 & WAW-20Y",BE > Equipment,BE,,,,777897196177,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,32.00,BE,85.792.007,,,,,,,,,,,,
,"LOWER HANDLE, WHIRL-A-WAY FOR 85.403.003 WAW. NLA","LOWER HANDLE, WHIRL-A-WAY FOR 85.403.003 WAW. NLA",Regular,,85.792.008,"LOWER HANDLE, WHIRL-A-WAY FOR 85.403.003 WAW. NLA",BE > Equipment,BE,,,,777897272826,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,43.00,BE,85.792.008,,,,,,,,,,,,
