"NameKey","ItemName","Action","KeptSku","SKU","Price","DefaultUnitCost","DescriptionLength","Vendor"
"MANATEE GEAR DRIVE 4GPM 4000PSI W CRX420 AR RG1528HN PUMP","Manatee Gear Drive 4GPM @ 4000PSI w/ CRX420 & AR RG1528HN Pump","KEEP","MGD-4040CA","MGD-4040CA","1899.00","1500.00","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI W CRX420 COMET RW4040 PUMP","Manatee Gear Drive 4GPM @ 4000PSI w/ CRX420 & Comet RW4040 Pump","KEEP","MGD-4040CC","MGD-4040CC","1899.00","1500.00","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI W CRX420 ELECTRIC START AR RG1528HN PUMP","Manatee Gear Drive 4GPM @ 4000PSI w/ CRX420 Electric Start & AR RG1528HN Pump","KEEP","MGD-4040CAE","MGD-4040CAE","2149.00","1650.00","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI W CRX420 ELECTRIC START COMET RW4040 PUMP","Manatee Gear Drive 4GPM @ 4000PSI w/ CRX420 Electric Start & Comet RW4040 Pump","KEEP","MGD-4040CCE","MGD-4040CCE","2149.00","1650.00","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI W CRX420 ELECTRIC START GP TSS1511 PUMP","Manatee Gear Drive 4GPM @ 4000PSI w/ CRX420 Electric Start & GP TSS1511 Pump","KEEP","MGD-4040CGE","MGD-4040CGE","2229.00","1725.00","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI W CRX420 GP TSS1511 PUMP","Manatee Gear Drive 4GPM @ 4000PSI w/ CRX420 & GP TSS1511 Pump","KEEP","MGD-4040CG","MGD-4040CG","1979.00","1565.00","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI W GX390 AR RG1528HN PUMP","Manatee Gear Drive 4GPM @ 4000PSI w/ GX390 & AR RG1528HN Pump","KEEP","MGD-4040HA","MGD-4040HA","2149.00","1745.49","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI W GX390 COMET RW4040 PUMP","Manatee Gear Drive 4GPM @ 4000PSI w/ GX390 & Comet RW4040 Pump","KEEP","MGD-4040HC","MGD-4040HC","2149.00","1761.37","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI W GX390 ELECTRIC START AR RG1528HN PUMP","Manatee Gear Drive 4GPM @ 4000PSI w/ GX390 Electric Start & AR RG1528HN Pump","KEEP","MGD-4040HAE","MGD-4040HAE","2549.00","2045.02","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI W GX390 ELECTRIC START COMET RW4040 PUMP","Manatee Gear Drive 4GPM @ 4000PSI w/ GX390 Electric Start & Comet RW4040 Pump","KEEP","MGD-4040HCE","MGD-4040HCE","2549.00","2039.20","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI W GX390 ELECTRIC START GP TSS1511 PUMP","Manatee Gear Drive 4GPM @ 4000PSI w/ GX390 Electric Start & GP TSS1511 Pump","KEEP","MGD-4040HGE","MGD-4040HGE","2349.00","2140.00","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI W GX390 GP PUMP","Manatee Gear Drive 4GPM @ 4000PSI w/ GX390 & GP Pump","KEEP","MGD-4040HG","MGD-4040HG","2249.00","1775.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI ON CART W CRX420 AR RG2125HN PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI on Cart w/ CRX420 & AR RG2125HN Pump","KEEP","MGD-5530CAC","MGD-5530CAC","1916.89","1450.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI ON CART W CRX420 AR RG2125HN PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI on Cart w/ CRX420 & AR RG2125HN Pump (K7 Unloader)","KEEP","MGD-5530CAC-K7","MGD-5530CAC-K7","1949.00","1525.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI ON CART W CRX420 COMET RW5535 PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI on Cart w/ CRX420 & Comet RW5535 Pump","KEEP","MGD-5530CCC","MGD-5530CCC","1916.89","1450.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI ON CART W CRX420 COMET RW5535 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI on Cart w/ CRX420 & Comet RW5535 Pump (K7 Unloader)","KEEP","MGD-5530CCC-K7","MGD-5530CCC-K7","1949.00","1525.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI ON CART W CRX420 GP TSS1021 PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI on Cart w/ CRX420 & GP TSS1021 Pump","KEEP","MGD-5530CGC","MGD-5530CGC","1916.89","1500.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI ON CART W CRX420 GP TSS1021 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI on Cart w/ CRX420 & GP TSS1021 Pump (K7 Unloader)","KEEP","MGD-5530CGC-K7","MGD-5530CGC-K7","1999.00","1575.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI ON CART W GX390 AND GP TSS1021 PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI on Cart w/ GX390 and GP TSS1021 Pump","KEEP","MGD-5530HGC","MGD-5530HGC","2199.00","1750.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI ON CART W GX390 AND GP TSS1021 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI on Cart w/ GX390 and GP TSS1021 Pump (K7 Unloader)","KEEP","MGD-5530HGC-K7","MGD-5530HGC-K7","2299.00","1825.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI ON CART W GX390 AR RG2125HN PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI on Cart w/ GX390 & AR RG2125HN Pump","KEEP","MGD-5530HAC","MGD-5530HAC","2100.00","1680.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI ON CART W GX390 AR RG2125HN PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI on Cart w/ GX390 & AR RG2125HN Pump (K7 Unloader)","KEEP","MGD-5530HAC-K7","MGD-5530HAC-K7","2199.00","1759.20","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI ON CART W GX390 COMET RW5535 PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI on Cart w/ GX390 & Comet RW5535 Pump","KEEP","MGD-5530HCC","MGD-5530HCC","2129.00","1725.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI ON CART W GX390 COMET RW5535 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI on Cart w/ GX390 & Comet RW5535 Pump (K7 Unloader)","KEEP","MGD-5530HCC-K7","MGD-5530HCC-K7","2279.00","1800.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W CRX420 AR RG2125HN PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI w/ CRX420 & AR RG2125HN Pump","KEEP","MGD-5530CA","MGD-5530CA","1916.89","1500.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W CRX420 AR RG2125HN PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ CRX420 & AR RG2125HN Pump (K7 Unloader)","KEEP","MGD-5530CA-K7","MGD-5530CA-K7","1999.00","1575.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W CRX420 COMET RW5535 PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI w/ CRX420 & Comet RW5535 Pump","KEEP","MGD-5530CC","MGD-5530CC","1916.89","1500.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W CRX420 COMET RW5535 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ CRX420 & Comet RW5535 Pump (K7 Unloader)","KEEP","MGD-5530CC-K7","MGD-5530CC-K7","1999.00","1575.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W CRX420 ELECTRIC START AR RG2125HN PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI w/ CRX420 Electric Start & AR RG2125HN Pump","KEEP","MGD-5530CAE","MGD-5530CAE","2149.00","1650.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W CRX420 ELECTRIC START AR RG2125HN PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ CRX420 Electric Start & AR RG2125HN Pump (K7 Unloader)","KEEP","MGD-5530CAE-K7","MGD-5530CAE-K7","2249.00","1725.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W CRX420 ELECTRIC START COMET RW5535 PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI w/ CRX420 Electric Start & Comet RW5535 Pump","KEEP","MGD-5530CCE","MGD-5530CCE","2149.00","1650.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W CRX420 ELECTRIC START COMET RW5535 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ CRX420 Electric Start & Comet RW5535 Pump (K7 Unloader)","KEEP","MGD-5530CCE-K7","MGD-5530CCE-K7","2249.00","1725.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W CRX420 ELECTRIC START GP TSS1021 PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI w/ CRX420 Electric Start & GP TSS1021 Pump","KEEP","MGD-5530CGE","MGD-5530CGE","2199.00","1700.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W CRX420 ELECTRIC START GP TSS1021 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ CRX420 Electric Start & GP TSS1021 Pump (K7 Unloader)","KEEP","MGD-5530CGE-K7","MGD-5530CGE-K7","2299.00","1775.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W CRX420 GP TSS1021 PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI w/ CRX420 & GP TSS1021 Pump","KEEP","MGD-5530CG","MGD-5530CG","1949.00","1550.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W CRX420 GP TSS1021 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ CRX420 & GP TSS1021 Pump (K7 Unloader)","KEEP","MGD-5530CG-K7","MGD-5530CG-K7","2049.00","1625.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 AR RG2125HN PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 & AR RG2125HN Pump","KEEP","MGD-5530HA","MGD-5530HA","2100.00","1705.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 AR RG2125HN PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 & AR RG2125HN Pump (K7 Unloader)","KEEP","MGD-5530HA-K7","MGD-5530HA-K7","2200.00","1775.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 COMET RW5535 PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 & Comet RW5535 Pump","KEEP","MGD-5530HC","MGD-5530HC","2179.00","1750.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 COMET RW5535 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 & Comet RW5535 Pump (K7 Unloader)","KEEP","MGD-5530HC-K7","MGD-5530HC-K7","2279.00","1825.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 ELECTRIC START AR RG2125HN PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 Electric Start & AR RG2125HN Pump","KEEP","MGD-5530HAE","MGD-5530HAE","2549.00","2050.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 ELECTRIC START AR RG2125HN PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 Electric Start & AR RG2125HN Pump (K7 Unloader)","KEEP","MGD-5530HAE-K7","MGD-5530HAE-K7","2649.00","2125.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 ELECTRIC START COMET RW5535 PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 Electric Start & Comet RW5535 Pump","KEEP","MGD-5530HCE","MGD-5530HCE","2599.00","2125.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 ELECTRIC START COMET RW5535 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 Electric Start & Comet RW5535 Pump (K7 Unloader)","KEEP","MGD-5530HCE-K7","MGD-5530HCE-K7","2699.00","2200.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 ELECTRIC START GP TSS1021 PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 Electric Start & GP TSS1021 Pump","KEEP","MGD-5530HGE","MGD-5530HGE","2649.00","2125.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 ELECTRIC START GP TSS1021 PUMP BLOCKED K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 Electric Start & GP TSS1021 Pump (Blocked K7 Unloader)","KEEP","MGD-5530HGE-BK7","MGD-5530HGE-BK7","2749.00","2200.00","99","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 ELECTRIC START GP TSS1021 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 Electric Start & GP TSS1021 Pump (K7 Unloader)","KEEP","MGD-5530HGE-K7","MGD-5530HGE-K7","2749.00","2200.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 GP TSS1021 PUMP","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 & GP TSS1021 Pump","KEEP","MGD-5530HG","MGD-5530HG","2249.00","1750.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3000PSI W GX390 GP TSS1021 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3000PSI w/ GX390 & GP TSS1021 Pump (K7 Unloader)","KEEP","MGD-5530HG-K7","MGD-5530HG-K7","2349.00","1825.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3500 PSI W GX630 AR RG2125HN PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3500 PSI w/ GX630 & AR RG2125HN Pump (K7 Unloader)","KEEP","MGD-5535HA-K7","MGD-5535HA-K7","3565.00","2875.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3500PSI W GX630 AR RG2125HN PUMP","Manatee Gear Drive 5.5GPM @ 3500PSI w/ GX630 & AR RG2125HN Pump","KEEP","MGD-5535HA","MGD-5535HA","3465.00","2800.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3500PSI W GX630 COMET RW5535 PUMP","Manatee Gear Drive 5.5GPM @ 3500PSI w/ GX630 & Comet RW5535 Pump","KEEP","MGD-5535HC","MGD-5535HC","3465.00","2800.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3500PSI W GX630 COMET RW5535 PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3500PSI w/ GX630 & Comet RW5535 Pump (K7 Unloader)","KEEP","MGD-5535HC-K7","MGD-5535HC-K7","3565.00","2875.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3500PSI W GX630 GENERAL PUMP","Manatee Gear Drive 5.5GPM @ 3500PSI w/ GX630 & General Pump","KEEP","MGD-5535HG","MGD-5535HG","3465.00","2800.00","400","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3500PSI W GX630 GENERAL PUMP BLOCKED K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3500PSI w/ GX630 & General Pump (Blocked K7 Unloader)","KEEP","MGD-5535HG-BK7","MGD-5535HG-BK7","3579.00","2875.00","81","MPWSR"
"MANATEE GEAR DRIVE 5 5GPM 3500PSI W GX630 GENERAL PUMP K7 UNLOADER","Manatee Gear Drive 5.5GPM @ 3500PSI w/ GX630 & General Pump (K7 Unloader)","KEEP","MGD-5535HG-K7","MGD-5535HG-K7","3565.00","2875.00","400","MPWSR"
"MANATEE GEAR DRIVE 6GPM 4000PSI W GX690 COMET RWS6040 PUMP","Manatee Gear Drive 6GPM @ 4000PSI w/ GX690 & Comet RWS6040 Pump","KEEP","MGD-6040HC","MGD-6040HC","4079.00","3150.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W CRX420 COMET PUMP","Manatee Gear Drive 8GPM @ 2500PSI w/ CRX420 & Comet Pump","KEEP","MGD-8025CC","MGD-8025CC","2179.00","1849.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W CRX420 COMET PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 2500PSI w/ CRX420 & Comet Pump (K7 Unloader)","KEEP","MGD-8025CC-K7","MGD-8025CC-K7","2279.00","1924.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W CRX420 ELECTRIC START COMET PUMP","Manatee Gear Drive 8GPM @ 2500PSI w/ CRX420 Electric Start & Comet Pump","KEEP","MGD-8025CCE","MGD-8025CCE","2429.00","2049.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W CRX420 ELECTRIC START COMET PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 2500PSI w/ CRX420 Electric Start & Comet Pump (K7 Unloader)","KEEP","MGD-8025CCE-K7","MGD-8025CCE-K7","2529.00","2124.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W CRX420 ELECTRIC START GP TSF2021 PUMP","Manatee Gear Drive 8GPM @ 2500PSI w/ CRX420 Electric Start & GP TSF2021 Pump","KEEP","MGD-8025CGE","MGD-8025CGE","2479.00","2079.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W CRX420 ELECTRIC START GP TSF2021 PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 2500PSI w/ CRX420 Electric Start & GP TSF2021 Pump (K7 Unloader)","KEEP","MGD-8025CGE-K7","MGD-8025CGE-K7","2579.00","2154.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W CRX420 GP TSF2021 PUMP","Manatee Gear Drive 8GPM @ 2500PSI w/ CRX420 & GP TSF2021 Pump","KEEP","MGD-8025CG","MGD-8025CG","2229.00","1879.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W CRX420 GP TSF2021 PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 2500PSI w/ CRX420 & GP TSF2021 Pump (K7 Unloader)","KEEP","MGD-8025CG-K7","MGD-8025CG-K7","2329.00","1954.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W GX390 COMET PUMP","Manatee Gear Drive 8GPM @ 2500PSI w/ GX390 & Comet Pump","KEEP","MGD-8025HC","MGD-8025HC","2449.00","2099.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W GX390 COMET PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 2500PSI w/ GX390 & Comet Pump (K7 Unloader)","KEEP","MGD-8025HC-K7","MGD-8025HC-K7","2549.00","2174.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W GX390 ELECTRIC START COMET PUMP","Manatee Gear Drive 8GPM @ 2500PSI w/ GX390 Electric Start & Comet Pump","KEEP","MGD-8025HCE","MGD-8025HCE","2849.00","2399.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W GX390 ELECTRIC START COMET PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 2500PSI w/ GX390 Electric Start & Comet Pump (K7 Unloader)","KEEP","MGD-8025HCE-K7","MGD-8025HCE-K7","2949.00","2474.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W GX390 ELECTRIC START GP TSF2021 PUMP","Manatee Gear Drive 8GPM @ 2500PSI w/ GX390 Electric Start & GP TSF2021 Pump","KEEP","MGD-8025HGE","MGD-8025HGE","2899.00","2429.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W GX390 ELECTRIC START GP TSF2021 PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 2500PSI w/ GX390 Electric Start & GP TSF2021 Pump (K7 Unloader)","KEEP","MGD-8025HGE-K7","MGD-8025HGE-K7","2999.00","2504.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W GX390 GP TSF2021 PUMP","Manatee Gear Drive 8GPM @ 2500PSI w/ GX390 & GP TSF2021 Pump","KEEP","MGD-8025HG","MGD-8025HG","2499.00","2129.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 2500PSI W GX390 GP TSF2021 PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 2500PSI w/ GX390 & GP TSF2021 Pump (K7 Unloader)","KEEP","MGD-8025HG-K7","MGD-8025HG-K7","2599.00","2204.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W CRX680 AR XWAM8G35N PUMP","Manatee Gear Drive 8GPM @ 3500PSI w/ CRX680 & AR XWAM8G35N Pump","KEEP","MGD-8035CA","MGD-8035CA","3300.00","2475.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W CRX680 AR XWAM8G35N PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 3500PSI w/ CRX680 & AR XWAM8G35N Pump (K7 Unloader)","KEEP","MGD-8035CA-K7","MGD-8035CA-K7","3400.00","2575.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W CRX680 CAT 7CP6165CS PUMP","Manatee Gear Drive 8GPM @ 3500PSI w/ CRX680 & CAT 7CP6165CS Pump","KEEP","MGD-8035CCAT","MGD-8035CCAT","3899.99","3399.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W CRX680 CAT 7CP6165CS PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 3500PSI w/ CRX680 & CAT 7CP6165CS Pump (K7 Unloader)","KEEP","MGD-8035CCAT-K7","MGD-8035CCAT-K7","3999.99","3499.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W CRX680 COMET PUMP","Manatee Gear Drive 8GPM @ 3500PSI w/ CRX680 & Comet Pump","KEEP","MGD-8035CC","MGD-8035CC","3400.00","2575.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W CRX680 COMET TW8036 PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 3500PSI w/ CRX680 & Comet TW8036 Pump (K7 Unloader)","KEEP","MGD-8035CC-K7","MGD-8035CC-K7","3500.00","2675.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W CRX680 GP TSF2021 PUMP","Manatee Gear Drive 8GPM @ 3500PSI w/ CRX680 & GP TSF2021 Pump","KEEP","MGD-8035CG","MGD-8035CG","3500.00","2675.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W CRX680 GP TSF2021 PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 3500PSI w/ CRX680 & GP TSF2021 Pump (K7 Unloader)","KEEP","MGD-8035CG-K7","MGD-8035CG-K7","3600.00","2775.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W GX690 AR XWAM8G35N PUMP","Manatee Gear Drive 8GPM @ 3500PSI w/ GX690 & AR XWAM8G35N Pump","KEEP","MGD-8035HA","MGD-8035HA","3799.99","3299.99","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W GX690 AR XWAM8G35N PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 3500PSI w/ GX690 & AR XWAM8G35N Pump (K7 Unloader)","KEEP","MGD-8035HA-K7","MGD-8035HA-K7","3899.99","3399.99","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W GX690 COMET PUMP","Manatee Gear Drive 8GPM @ 3500PSI w/ GX690 & Comet Pump","KEEP","MGD-8035HC","MGD-8035HC","3899.99","3399.99","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W GX690 COMET PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 3500PSI w/ GX690 & Comet Pump (K7 Unloader)","KEEP","MGD-8035HC-K7","MGD-8035HC-K7","3999.99","3499.99","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W GX690 GP TSF 2021 PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 3500PSI w/ GX690 & GP TSF 2021 Pump (K7 Unloader)","KEEP","MGD-8035HG-K7","MGD-8035HG-K7","4099.99","3599.99","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W GX690 GP TSF2021 PUMP","Manatee Gear Drive 8GPM @ 3500PSI w/ GX690 & GP TSF2021 Pump","KEEP","MGD-8035HG","MGD-8035HG","3999.99","3499.99","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W GX690 GP TSF2021 PUMP BLOCKED K7","Manatee Gear Drive 8GPM @ 3500PSI w/ GX690 & GP TSF2021 Pump (Blocked K7)","KEEP","MGD-8035HG-BK7","MGD-8035HG-BK7","4099.99","3599.99","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W GX690 GP TSF2021 PUMP BLOCKED PULSAR","Manatee Gear Drive 8GPM @ 3500PSI w/ GX690 & GP TSF2021 Pump (Blocked Pulsar)","KEEP","MGD-8035HG-BPFS","MGD-8035HG-BPFS","4224.00","3674.00","77","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W HONDA GX690 CAT 7CP6165CS PUMP","Manatee Gear Drive 8GPM @ 3500PSI w/ Honda GX690 & CAT 7CP6165CS Pump","KEEP","MGD-8035HCAT","MGD-8035HCAT","4399.00","3899.99","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 3500PSI W HONDA GX690 CAT 7CP6165CS PUMP K7 UNLOADER","Manatee Gear Drive 8GPM @ 3500PSI w/ Honda GX690 & CAT 7CP6165CS Pump (K7 Unloader)","KEEP","MGD-8035HCAT-K7","MGD-8035HCAT-K7","4499.00","3999.00","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 4000PSI W CRX750 AR XWAM8G35N PUMP","Manatee Gear Drive 8GPM @ 4000PSI w/ CRX750 & AR XWAM8G35N Pump","KEEP","MGD-8040CA","MGD-8040CA","3750.00","3142.16","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 4000PSI W CRX750 AR XWAM8G35N PUMP PULSAR UNLOADER","Manatee Gear Drive 8GPM @ 4000PSI w/ CRX750 & AR XWAM8G35N Pump (Pulsar Unloader)","KEEP","MGD-8040CA-PFS","MGD-8040CA-PFS","3850.00","3225.95","400","MPWSR"
"MANATEE GEAR DRIVE 8GPM 4000PSI W CRX750 COMET PUMP","Manatee Gear Drive 8GPM @ 4000PSI w/ CRX750 & Comet Pump","KEEP","MGD-8040CC","MGD-8040CC","3850.00","3225.00","400","MPWSR"
