Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled AZ Cleaning Supplies,Current Quantity AZ Cleaning Supplies,New Quantity AZ Cleaning Supplies,Stock Alert Enabled AZ Cleaning Supplies,Stock Alert Count AZ Cleaning Supplies,Price AZ Cleaning Supplies,Enabled AZCS,Current Quantity AZCS,New Quantity AZCS,Stock Alert Enabled AZCS,Stock Alert Count AZCS,Price AZCS
GYBBZLCYUALU2XOCN3R22DYX,2.5in x 10in Sediment Filter,"2.5 x 10"" Sediment Filter",,,20025,"This sediment filter fits the 2.5 x 10"" filter housings and is the replacement sediment filter for the Tucker® Fill N Go Tank systems and Tucker® S4 RO/DI cart. 5 micron nominal filtration FDA listed materials Manufactured from 100% pure polypropylene fibers High dirt holding capacity High efficiency, low pressure drop, and long life","Tucker, Tucker > Pure Water Systems",Tucker,"2.5 x 10"" Sediment Filter | Pure Water Systems | AZ Cleaning Supplies","This sediment filter fits the 2.5 x 10"" filter housings and is the replacement sediment filter for the Tucker® Fill N Go Tank systems and Tucker® S4 RO/DI...",2-5-x-10-sediment-filter,,Hidden,Physical good,,"2.5 x 10"" Sediment Filter | Pure Water Systems | AZ Cleaning Supplies","This sediment filter fits the 2.5 x 10"" filter housings and is the replacement sediment filter for the Tucker® Fill N Go Tank systems and Tucker® S4 RO/DI...",N,N,N,N,9.32,,Y,,N,,N,,,,,,Y,0,,,,,N,0,,,,
N4AWKEC3JHK4JLWSI25FM2WD,2.5in x 10in Sediment Filter,"2.5 x 10"" Sediment Filter",Regular,,TUCKER-2-5IN-X-10IN-SEDIMENT-FILTER,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,6.83,,Y,,,,N,,,4.79,Tucker,20025,N,0,,N,0,,Y,0,,N,0,6.83
EERUGXL2QIWYQ62Y6TBWVUXN,2.5in x 10in Sediment/Carbon Filter,"2.5 x 10"" Sediment / Carbon Combo Filter",Regular,,20025/26,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,28.10,,Y,,,,N,,,19.68,Tucker,20025/26,N,0,,N,0,,Y,0,,N,0,28.10
K4RQ32E6IBHS5CM7ETUIVUM7,2.5in x 10in Sediment/Carbon Filter,"2.5 x 10"" Sediment / Carbon Combo Filter",Regular,,20025/26,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,28.10,,Y,,,,N,,,19.68,Tucker,20025/26,N,0,,N,0,,Y,0,,N,0,28.10
HXYR62A2EOM6T2JYZE5ZMMDC,2024- 304 Socket - 1/4FPT,,Regular,,2024,304 Stainless Steel Socket - 1/4FPT,Parts,Parts,,,,,Hidden,Physical good,,,,Y,,,Y,9.75,,Y,,N,,,,,4.50,,,Y,14,,Y,0,,N,0,,,,
I3HLO6UUOVO5CFF4SAI6CMHL,2025- 304 Socket - 3/8FPT,,Regular,,2025,304 Stainless Steel Socket - 3/8FPT,Parts,Parts,,,,,Hidden,Physical good,,,,Y,,,Y,13.50,,Y,,N,,,,,6.33,,,Y,-18,,Y,0,,N,0,,,,
PTW5JWDM4PQ7WPVINEARCJS5,2030- In-Line Swivel 1/4 F x 1/4 M,,Regular,,2030,In-Line Swivel 1/4 F x 1/4 M,Parts,Parts,,,,,Hidden,Physical good,,,,Y,,,Y,24.75,,Y,,N,,,,,15.23,,,Y,0,,Y,0,,N,0,,,,
4252YNPWBEAG5QRGKZFDT7C5,21in Filter Insert (EMPTY),"4 x 21"" Filter Cartridge - Refillable",Regular,,20051,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,5,,,,,,,52.60,,Y,,,,N,,,36.82,Tucker,20051,N,0,,N,0,,Y,0,,N,0,52.60
XD6ZHJ27XJC34KQM7EOWQAVE,21in Filter Insert (EMPTY),"4 x 21"" Filter Cartridge - Refillable",Regular,,20051,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,5,,,,,,,52.60,,Y,,,,N,,,36.82,Tucker,20051,N,0,,N,0,,Y,0,,N,0,52.60
NFQ4Q34OX5WRTFAG56BKXJS3,21in Max-Flow Reverse Osmosis Membrane,,,,20051-RO,"These 21"" RO Membranes are designed to operate at extremely low operating pressures making them the perfect choice for the window cleaning professional.
Consider changing your RO membrane when it has begun to remove less than 80% of the impurities in the water. The fewer impurities the RO can remove, the more you will spend on DI filter replacements.

NOT all RO membranes are created equally. Check out our video for more info.",Tucker,Tucker,,,,,Hidden,Physical good,,,,Y,N,N,Y,489.51,,Y,,,,,,,,,,Y,2,,,,,N,0,,,,
NRPF7KZNZIJ5XOXGVKKEUXKC,"2311- 1/4"" MPT Nozzle 25 Degree 3 gpm",,Regular,,2311,"1/4"" MPT Stainless Steel Nozzle 25 Degree 3 gpm",Parts,Parts,,,,,Hidden,Physical good,,,,Y,,,Y,6.75,,Y,,,,,,,3.71,,,Y,0,,Y,0,,N,0,,,,
ME7ZKVAUNHO6H6AEMK746EWH,"2312- 1/4"" MPT Nozzle 25 Degree 3.5 gpm",,Regular,,2312,"1/4"" MPT Stainless Steel Nozzle 25 Degree 3.5 gpm",Parts,Parts,,,,,Hidden,Physical good,,,,Y,,,Y,6.75,,Y,,,,,,,3.71,,,Y,0,,Y,0,,N,0,,,,
V6V4CMER2IWZBVQ7F2UXXHSV,2370- 1/8 MPT  25030,,Regular,,2370,1/8 MPT 25030,Parts,Parts,,,,,Hidden,Physical good,,,,Y,,,Y,6.75,,Y,,,,,,,3.71,,,Y,0,,Y,0,,N,0,,,,
U7V5FXBJYKBWCJ6DCXZFKMP3,2388- Suttner ST-36  Sludge Pump Kit,,Regular,,2388,Suttner ST-36 Sludge Pump Kit,Parts,Parts,,,,,Hidden,Physical good,,,,Y,,,Y,75.75,,Y,,N,,,,,51.23,,,Y,0,,Y,0,,N,0,,,,
SJ4R6VHY2OWJMR2CFFVPJ257,"24"" Zinc Plated Lance",,Regular,,5447,"24"" Zinc Plated Lance / 5000 PSI / 10.5 GPM / 302 Deg Max",Tools,Tools,,,,,Hidden,Physical good,,,,,,N,N,21.75,,Y,,,,,,,8.59,,,Y,4,,Y,0,,N,0,,,,
2K5R6Y423N7H5XQK4TBZJTBK,2450- 1/8 MPT  25020,,Regular,,2450,1/8 MPT 25020,Parts,Parts,,,,,Hidden,Physical good,,,,,,N,N,6.75,,Y,,,,,,,3.71,,,Y,8,,Y,0,,N,0,,,,
4OUFLKL4NGMOIADEIP365YRU,"2485- 1/4"" MPT Nozzle 5 Degree 60 gpm",,Regular,,2485,"1/4"" MPT Stainless Steel Nozzle 5 Degree 60 gpm",Parts,Parts,,,,,Hidden,Physical good,,,,Y,,,Y,10.75,,Y,,,,,,,5.39,,,Y,0,,Y,0,,N,0,,,,
HABTFLZEID2XJGCKFJ6OIMSR,"2510- Steel Hex Nipple Male Pipe Thread 1/4""",,Regular,,2510,"Steel Hex Nipple Male Pipe Thread 1/4""",Parts,Parts,,,,,Hidden,Physical good,,,,Y,,,Y,4.75,,Y,,,,,,,1.31,,,Y,16,,Y,0,,N,0,,,,
FPJJFIB4FOVJ2QVBYUUIHXBT,"2583-1/4"" Steel Hex Coupler / Female Pipe Thread",,Regular,,2581,"1/4"" Steel Hex Coupler / Female Pipe Thread",Parts,Parts,,,,,Hidden,Physical good,,,,Y,,,Y,6.75,,Y,,N,,,,,2.52,,,Y,9,,Y,0,,N,0,,,,
EUUZKNSLRR5V3XZOYGLQDENS,"2735- 1/4"" MPT Nozzle 25 Degree 60 gpm",,Regular,,2735,"1/4"" MPT Stainless Steel Nozzle 25 Degree 60 gpm",Parts,Parts,,,,,Hidden,Physical good,,,,Y,,,Y,9.00,,Y,,,,,,,4.42,,,Y,0,,Y,0,,N,0,,,,
2E7LGPK7XGP4DEYTRFDCPSHU,"28"" Spray Bar 4 tip for big guy",,Regular,,3682,"28"" Spray Bar 4 tip for Big Guy",Parts,Parts,,,,,Hidden,Physical good,,,,Y,N,N,N,160.00,,Y,,,,,,,123.93,,,Y,-3,,Y,0,,N,0,,,,
U3IDQVHL3QYIMA5NNRIX3XSI,2900- 3/8mpt x 1/4,,Regular,,2900,3/8mpt x 1/4,Parts,Parts,,,,,Hidden,Physical good,,,,Y,,,Y,6.75,,Y,,,,,,,1.62,,,Y,17,,Y,0,,N,0,,,,
67S7AHR3FSVYER3NR537EAUP,3 pack of filters for hydrocart,3 pack of filters for hydrocart,Regular,,20025-3,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,,,,,,,,105.77,,Y,,,,N,,,74.04,Tucker,20025-3,N,0,,N,0,,Y,0,,N,0,105.77
LYCJBSPD25GYMURPTME3GHVZ,3 pack of filters for hydrocart,3 pack of filters for hydrocart,Regular,,20025-3,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,,,,,,,,105.77,,Y,,,,N,,,74.04,Tucker,20025-3,N,0,,N,0,,Y,0,,N,0,105.77
5R2UM6KWEBHMMZBFFNR3ZO2Y,3 way Valve - SmartWash,3 way Valve - SmartWash,Regular,,62029,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,116.17,,Y,,,,N,,,81.32,Tucker,62029,N,0,,N,0,,Y,0,,N,0,116.17
N4LZOW5LI7WMTYL4JWIJ3ZGD,3 way Valve - SmartWash,3 way Valve - SmartWash,Regular,,62029,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,116.17,,Y,,,,N,,,81.32,Tucker,62029,N,0,,N,0,,Y,0,,N,0,116.17
4WHCLAPB6CTG2JFEZK5XBJJZ,3/4 FNPTx 3/4 FGHT Brass Swivel,3/4 FNPTx 3/4 FGHT Brass Swivel,Regular,,63027,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,10.93,,Y,,,,,,,7.65,Tucker,63027,N,0,,N,0,,Y,0,,N,0,10.93
6KQ5HOUWQLKAXUWVQ4FLFQRQ,3/4 FNPTx 3/4 FGHT Brass Swivel,3/4 FNPTx 3/4 FGHT Brass Swivel,Regular,,63027,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,10.93,,Y,Y,,Y,,,,7.65,Tucker,63027,N,0,,N,0,,Y,0,,N,0,10.93
7L7322J4XLSSFSUBWXT4XIZF,3/4 x 1/2 Reducer Bushing,3/4 x 1/2 Reducer Bushing,,,63024,3/4 x 1/2 Reducer Bushing | Official Tucker SKU: 63024 | Category: Catalog,"Tucker, Tucker > Catalog",Tucker,3/4 x 1/2 Reducer Bushing | Catalog | AZ Cleaning Supplies,3/4 x 1/2 Reducer Bushing. Category: Catalog. Vendor code: 63024. Available at AZ Cleaning Supplies.,3-4-x-1-2-reducer-bushing,,Hidden,Physical good,,3/4 x 1/2 Reducer Bushing | Catalog | AZ Cleaning Supplies,3/4 x 1/2 Reducer Bushing. Category: Catalog. Vendor code: 63024. Available at AZ Cleaning Supplies.,N,N,N,N,9.32,,Y,,N,,,,,,,,Y,0,,,,,N,0,,,,
OPYZ2H3B5YUQTVXNZCA4FBPL,3/4 x 1/2 Reducer Bushing,3/4 x 1/2 Reducer Bushing,Regular,,63024,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,6.83,,Y,,,,,,,4.79,Tucker,63024,N,0,,N,0,,Y,0,,N,0,6.83
N4IW52DESS3DAYNKFJN2MDIG,3/4 x 3/4 MGHT x MPT,3/4 x 3/4 MGHT x MPT,Regular,,63026,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,10.55,,Y,Y,,Y,,,,7.39,Tucker,63026,N,0,,N,0,,Y,0,,N,0,10.55
YFVP5M65QB4MLIW6M63UOKR5,3/4 x 3/4 MGHT x MPT,3/4 x 3/4 MGHT x MPT,Regular,,63026,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,10.55,,Y,,,,,,,7.39,Tucker,63026,N,0,,N,0,,Y,0,,N,0,10.55
UODYJ2CIHD25JWPVMAWDL3MM,"3/4"" Female x 3/4"" Female GHT Swivel","3/4"" Female x 3/4"" Female GHT Swivel",Regular,,63051,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,14.04,,Y,Y,,Y,N,,,9.83,Tucker,63051,N,0,,N,0,,Y,0,,N,0,14.04
V6KPYYDZSS3HIIDHUDXWF6QV,"3/4"" Female x 3/4"" Male GHT","3/4"" Female x 3/4"" Male GHT",Regular,,63052,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,14.04,,Y,Y,,Y,N,,,9.83,Tucker,63052,N,0,,N,0,,Y,0,,N,0,14.04
PLQETENRBRMNLUYFS6Y2XAD5,"3/4"" x 2"" Nipple","3/4"" x 2"" Nipple",Regular,,63053,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,14.04,,Y,Y,,Y,N,,,9.83,Tucker,63053,N,0,,N,0,,Y,0,,N,0,14.04
HC7UBOF6PY6JLKIISACRXJGT,3/8 barb x 1/2 male thread,3/8 barb x 1/2 male thread,,,63001,3/8 barb x 1/2 male thread | Official Tucker SKU: 63001 | Category: Catalog,"Tucker, Tucker > Catalog",Tucker,3/8 barb x 1/2 male thread | Catalog | AZ Cleaning Supplies,3/8 barb x 1/2 male thread. Category: Catalog. Vendor code: 63001. Available at AZ Cleaning Supplies.,3-8-barb-x-1-2-male-thread,,Hidden,Physical good,,3/8 barb x 1/2 male thread | Catalog | AZ Cleaning Supplies,3/8 barb x 1/2 male thread. Category: Catalog. Vendor code: 63001. Available at AZ Cleaning Supplies.,N,N,N,N,7.98,,Y,,N,,,,,,,,Y,0,,,,,N,0,,,,
PPXMFLPE2PAO23W4ETKMPEJJ,3/8 barb x 1/2 male thread,3/8 barb x 1/2 male thread,Regular,,63001,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,5.38,,Y,,,,,,,3.77,Tucker,63001,N,0,,N,0,,Y,0,,N,0,5.38
HMPSNEVPEM2G2RNAJGU4WNSA,3/8 barb x 1/4 male thread,3/8 barb x 1/4 male thread,,,63002,3/8 barb x 1/4 male thread | Official Tucker SKU: 63002 | Category: Catalog,"Tucker, Tucker > Catalog",Tucker,3/8 barb x 1/4 male thread | Catalog | AZ Cleaning Supplies,3/8 barb x 1/4 male thread. Category: Catalog. Vendor code: 63002. Available at AZ Cleaning Supplies.,3-8-barb-x-1-4-male-thread,,Hidden,Physical good,,3/8 barb x 1/4 male thread | Catalog | AZ Cleaning Supplies,3/8 barb x 1/4 male thread. Category: Catalog. Vendor code: 63002. Available at AZ Cleaning Supplies.,N,N,N,N,5.48,,Y,,N,,,,,,,,Y,0,,,,,N,0,,,,
OK6NAALHDLUSBJN5G32WXF26,3/8 barb x 1/4 male thread,3/8 barb x 1/4 male thread,Regular,,63002,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,2.67,,Y,,,,,,,1.87,Tucker,63002,N,0,,N,0,,Y,0,,N,0,2.67
FN4QEG63MKOKCH76ZGXAUFOK,3/8 barb x 3/4 female GHT,3/8 barb x 3/4 female GHT,,,63004,"Expertly designed for easy replacement for hose reels, this 3/8 barb x 3/4 female GHT fitting features a rust-resistant brass construction, ensuring durability for long-lasting use. Its 3/4"" female garden hose thread and barb end make it versatile and easy to use. Hose clamp not included.","Tucker, Tucker > Catalog",Tucker,3/8 barb x 3/4 female GHT | Catalog | AZ Cleaning Supplies,"Expertly designed for easy replacement for hose reels, this 3/8 barb x 3/4 female GHT fitting features a rust-resistant brass construction, ensuring...",3-8-barb-x-3-4-female-ght,,Hidden,Physical good,,3/8 barb x 3/4 female GHT | Catalog | AZ Cleaning Supplies,"Expertly designed for easy replacement for hose reels, this 3/8 barb x 3/4 female GHT fitting features a rust-resistant brass construction, ensuring...",N,N,N,N,9.26,,Y,,N,,,,,,,,Y,0,,,,,N,0,,,,
QUQI6C3PA2TBJJPAK4BRVKTU,3/8 barb x 3/4 female GHT,3/8 barb x 3/4 female GHT,Regular,,63004,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,6.77,,Y,,,,,,,4.74,Tucker,63004,N,0,,N,0,,Y,0,,N,0,6.77
E3Y7IOQKKP66J7TJAFLOWD3O,3/8 barb x 3/4 male GHT,3/8 barb x 3/4 male GHT,,,63003,"Looking for a replacement male outlet fitting for your Tucker® Hand Carry Hose Reel? Look no further. 3/4"" Male x 3/8"" Barb","Tucker, Tucker > Catalog",Tucker,3/8 barb x 3/4 male GHT | Catalog | AZ Cleaning Supplies,"Looking for a replacement male outlet fitting for your Tucker® Hand Carry Hose Reel? Look no further. 3/4"" Male x 3/8"" Barb Available at AZ Cleaning Supplies.",3-8-barb-x-3-4-male-ght,,Hidden,Physical good,,3/8 barb x 3/4 male GHT | Catalog | AZ Cleaning Supplies,"Looking for a replacement male outlet fitting for your Tucker® Hand Carry Hose Reel? Look no further. 3/4"" Male x 3/8"" Barb Available at AZ Cleaning Supplies.",N,N,N,N,9.26,,Y,,N,,,,,,,,Y,0,,,,,N,0,,,,
IQOTLDTFIOS4CVOGPE7PJQI4,3/8 barb x 3/4 male GHT,3/8 barb x 3/4 male GHT,Regular,,63003,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,0.5,,,,,,,6.77,,Y,,,,,,,4.74,Tucker,63003,N,0,,N,0,,Y,0,,N,0,6.77
R4WGMOZNSTOS4Q4KCHJQFMQ4,3/8 Male x 3/8 Barb,"3/8"" Male x 3/8"" Barb",,,63012,"Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems and 12v delivery panels. 3/8"" Male x 3/8"" Barb","Tucker, Tucker > Catalog",Tucker,"3/8"" Male x 3/8"" Barb | Catalog | AZ Cleaning Supplies","Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems and 12v delivery panels. 3/8"" Male x 3/8""...",3-8-male-x-3-8-barb,,Hidden,Physical good,,"3/8"" Male x 3/8"" Barb | Catalog | AZ Cleaning Supplies","Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems and 12v delivery panels. 3/8"" Male x 3/8""...",N,N,N,N,5.53,,Y,,N,,,,,,,,Y,0,,,,,N,0,,,,
XAAFIP6AGPMXLUFPGGLLVGGD,3/8 Male x 3/8 Barb,"3/8"" Male x 3/8"" Barb",Regular,,63012,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,2.73,,Y,,,,,,,1.91,Tucker,63012,N,0,,N,0,,Y,0,,N,0,2.73
4CO3RCN7XNRXTTYCESKORAO2,3/8 Pipe Thread x 1/2 PTF,3/8 Pipe Thread x 1/2 PTF,Regular,,62024,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,4.45,,Y,Y,,Y,,,,3.12,Tucker,62024,N,0,,N,0,,Y,0,,N,0,4.45
CAKPH34CWCVRXBPAZCMSF3SW,3/8 Pipe Thread x 1/2 PTF,3/8 Pipe Thread x 1/2 PTF,Regular,,62024,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,4.45,,Y,,,,,,,3.12,Tucker,62024,N,0,,N,0,,Y,0,,N,0,4.45
4AV2B7353U7XVG6VVLUHDIPJ,3/8 Plug x 1/2 MPT Stainless Steel Quick Connect Fitting,,Regular,,D10126,3/8 Plug x 1/2 MPT Stainless Steel Quick Connect Fitting,"Manatee, Parts",Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,13.50,,Y,,N,,,,,6.09,Manatee,,Y,6,,,,,N,0,,,,
C3PUMZRLJOL6STUEJZNM4B6C,3/8 PTF x 1/4 PTF Reducer,3/8 PTF x 1/4 PTF Reducer,Regular,,62006,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,2.67,,Y,Y,,Y,,,,1.87,Tucker,62006,N,0,,N,0,,Y,0,,N,0,2.67
TFZCAHHKV7H6BSMYYWP66VMA,3/8 PTF x 1/4 PTF Reducer,3/8 PTF x 1/4 PTF Reducer,Regular,,62006,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,2.67,,Y,,,,,,,1.87,Tucker,62006,N,0,,N,0,,Y,0,,N,0,2.67
3LJUHVWOJ5JKIATTU7QKXZXX,3/8 Swivel for Tucker Reel,3/8 Swivel for Tucker Reel,Regular,,T-1935,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,157.46,,Y,,,,N,,,110.23,Tucker,T-1935,N,0,,N,0,,Y,0,,N,0,157.46
HGDXEQ46JGINHD4UQ6RAUGJC,3/8 Swivel for Tucker Reel,3/8 Swivel for Tucker Reel,Regular,,T-1935,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,157.46,,Y,,,,N,,,110.23,Tucker,T-1935,N,0,,N,0,,Y,0,,N,0,157.46
3FYB3GBSGIV6M3VQUGQFDPRT,3/8 x 1/2 PTF GAM,3/8 x 1/2 PTF GAM,,,63011,3/8 x 1/2 PTF GAM | Official Tucker SKU: 63011 | Category: Catalog,"Tucker, Tucker > Catalog",Tucker,3/8 x 1/2 PTF GAM | Catalog | AZ Cleaning Supplies,3/8 x 1/2 PTF GAM. Category: Catalog. Vendor code: 63011. Available at AZ Cleaning Supplies.,3-8-x-1-2-ptf-gam,,Hidden,Physical good,,3/8 x 1/2 PTF GAM | Catalog | AZ Cleaning Supplies,3/8 x 1/2 PTF GAM. Category: Catalog. Vendor code: 63011. Available at AZ Cleaning Supplies.,N,N,N,N,5.53,,Y,,N,,,,,,,,Y,0,,,,,N,0,,,,
BU3UDAQOJCQR64Q6QY24KEHJ,3/8 x 1/2 PTF GAM,3/8 x 1/2 PTF GAM,Regular,,63011,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,2.73,,Y,,,,,,,1.91,Tucker,63011,N,0,,N,0,,Y,0,,N,0,2.73
SMLPGMUTLZSIIUMSTLVEQMMZ,"3/8"" F x3/8"" M Stainless Steel Swivel",,Regular,,6754,"3/8"" F x3/8"" M Stainless Steel Swivel",Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,N,46.75,,Y,,N,,,,,39.28,,,Y,-3,,,,,N,0,,,,
ERIURJ34OV3VM2GZNB6F73WH,"3/8"" Hex Coupler / Female Thread",,Regular,,2582,"3/8"" Steel Hex Coupler / Female Pipe Thread",Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,N,6.50,,Y,,N,,,,,2.96,,,Y,19,,Y,0,,N,0,,,,
AXUREJMIQIJJHJBZV7GMQTIL,"3/8"" x 1/4"" MPT Steel Adapter",,Regular,,2579,"Steel Adapter 3/8"" x 1/4"" MPT",Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,N,6.50,,Y,,,,,,,2.54,,,Y,8,,Y,0,,N,0,,,,
XG72KDWIYJSZHDU2LDTI7PNA,"3/8"" x 100' w/QC",,Regular,,6977,"3/8"" x 100' w/QC",Tools,Tools,,,,,Hidden,Physical good,,,,Y,,,Y,170.75,,Y,,,,,,,159.95,,,Y,0,,Y,0,,N,0,,,,
43RN63THKKQGIZKI53TCTUVM,3/8in Close Nipple,3/8in Close Nipple,Regular,,63030,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,2.00,,Y,Y,,Y,,,,1.40,Tucker,63030,N,0,,N,0,,Y,0,,N,0,2.00
LRECTTGY3VATLJPQFFYKUPTR,3/8in Close Nipple,3/8in Close Nipple,Regular,,63030,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,2.00,,Y,,,,,,,1.40,Tucker,63030,N,0,,N,0,,Y,0,,N,0,2.00
JWXBEJQOBA3LPJXR5SNCMMLT,"30"" Stainless Steel Housing","30"" Stainless Steel Housing",Regular,,20054-30-SS,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,5,,,,,,,390.29,,Y,,,,N,,,273.20,Tucker,20054-30-SS,N,0,,N,0,,Y,0,,N,0,390.29
YLHNJ34ZMKLQSXJRICCE3BGK,"30"" Stainless Steel Housing","30"" Stainless Steel Housing",Regular,,20054-30-SS,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,5,,,,,,,390.29,,Y,,,,N,,,273.20,Tucker,20054-30-SS,N,0,,N,0,,Y,0,,N,0,390.29
XDAVNEEBAXRCTS37DQF3J2ZZ,30' ECO BARE POLE (no tips included),Tucker® - 30 Water Fed Pole - Bare,Regular,,ECO-30-BARE,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,10,,,,,,,548.88,,Y,,,,N,,,384.22,Tucker,ECO-30-BARE,N,0,,N,0,,Y,0,,N,0,548.88
M5D47LVPIPIB5QHZPSOK4QOV,300 foot Yellow 3/8 Hose with Garden Hose Fittings,"300' Length of Yellow 3/8"" ID Spot Free Hose",Regular,,T-3/8-300-YL,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,35.001,,,,,,,297.41,,Y,,,,N,,,208.19,Tucker,T-3/8-300-YL,N,0,,N,0,,Y,0,,N,0,297.41
NZX3CCUNNVNUBHXW33HJ6TFQ,30in Carbon Filter Insert,"4 x 30"" Filter Cartridge - Carbon",Regular,,20066-C,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,8.001,,,,,,,116.17,,Y,,,,N,,,81.32,Tucker,20066-C,N,0,,N,0,,Y,0,,N,0,116.17
WIIBY6XQI2BM2QROHZWS2L64,30in Carbon Filter Insert,"4 x 30"" Filter Cartridge - Carbon",Regular,,20066-C,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,8.001,,,,,,,116.17,,Y,,,,N,,,81.32,Tucker,20066-C,N,0,,N,0,,Y,0,,N,0,116.17
2BUKLOHMKZHARTP7WOOZC3XY,30in Filter Insert (EMPTY),"4 x 30"" Filter Cartridge - Refillable",Regular,,20066,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,1.601,,,,,,,57.87,,Y,,,,N,,,40.51,Tucker,20066,N,0,,N,0,,Y,0,,N,0,57.87
